System.Time_Stamp,vtti.timestamp,FOT_Control.Speed,Head_Unit.Longitude,Head_Unit.Latitude,Head_Unit.MSL_Altitude,IMU.Gyro_X,IMU.Gyro_Y,IMU.Gyro_Z,IMU.Accel_X,IMU.Accel_Y,IMU.Accel_Z
8999,901500,8.671875, , , ,-0.325195,0,0,0.0435,0.0029,-0.9947
9000,901600,8.715279, , , , , , ,0.0406,0,-0.9947
9001,901700,8.75, , , ,-0.325195,0.325195,0,0.0377,-0.0232,-0.9918
9002,901800,8.776042,121.482437,31.299419,34,0,0.325195,0,0.0551,-0.0203,-0.9773
9003,901899,8.802084, , , ,-0.325195,-0.650391,0,0.0551,0,-0.9773
9004,902000,8.832466, , , ,0,-0.650391,-0.325195,0.0435,-0.0232,-0.9947
9005,902099,8.89757, , , ,-1.300781,-0.325195,0,0.029,-0.0232,-1.0034
9006,902200,8.927952, , , ,0,0.325195,-0.325195,0.029,0.0087,-0.9831
9007,902299,8.967014, , , ,0.325195,0.325195,0,0.029,-0.0174,-1.0092
9008,902400,8.980035, , , ,-0.975586,0,0,0.0319,-0.029,-0.9918
9009,902500,8.988716, , , ,-0.975586,-0.650391,0,0.0261,0.0029,-0.9686
9010,902600,8.993056, , , , , , ,0.0174,0.0058,-0.9744
9011,902699,8.971354, , , ,-0.650391,-1.625977,-0.325195,0.0087,-0.0203,-0.986
9012,902800,8.971354,121.482414,31.299326,32,0,-1.300781,0,0.0029,0.0232,-0.9396
9013,902899,8.962674, , , ,0,-0.975586,0,-0.0232,-0.0377,-1.0208
9014,903000,8.980035, , , ,0,0,-0.325195,-0.0174,-0.0203,-1.0005
9015,903099,8.980035, , , ,0.650391,0.975586,-0.325195,-0.0116,0.0232,-0.9686
9016,903200,9.023438, , , ,0.975586,0.975586,-0.325195,0.029,-0.0116,-1.0237
9017,903299,9.023438, , , ,0,0.650391,0,0.0319,-0.0406,-1.0121
9018,903400,9.045139, , , ,-0.975586,0,0,0.0319,-0.0145,-0.9831
9019,903500,9.0625, , , ,0,0,-0.325195,0.0348,0.0145,-0.9802
9020,903600,9.075521, , , , , , ,0.0348,-0.0029,-0.9715
9021,903700,9.114584, , , ,-0.650391,-0.650391,0,0.0174,-0.0261,-1.0092
9022,903800,9.131945,121.482384,31.299219,29,0,0,0,0.0116,0.0087,-0.9918
9023,903900,9.157987, , , ,0.325195,0.325195,0,0.0087,0.0116,-0.9715
9024,904000,9.136285, , , ,-0.325195,0.650391,0.325195,-0.0029,-0.0406,-1.044
9025,904100,9.166667, , , ,-0.650391,0.975586,0,-0.0087,-0.0145,-1.0208
9026,904200,9.153646, , , ,0,0.650391,0,0.0029,0.0029,-0.9628
9027,904300,9.153646, , , ,0.325195,0,0,0.0203,-0.0145,-0.9947
9028,904400,9.123264, , , ,-0.325195,-1.300781,0.325195,0.0203,-0.0087,-0.9918
9029,904500,9.140625, , , ,-0.650391,-0.325195,0.325195,0.0058,-0.0116,-0.9802
9030,904600,9.149306, , , , , , ,0.0058,-0.0058,-0.9976
9031,904701,9.179688, , , ,-0.325195,0.650391,0,0.0174,-0.0029,-1.0005
9032,904800,9.179688,121.482292,31.29912,24,-0.325195,0.325195,0,0.0145,-0.0058,-0.9889
9033,904899,9.205729, , , ,-0.650391,0,0.325195,0.0377,-0.0116,-0.9831
9034,905000,9.201389, , , ,-0.650391,-0.325195,0.325195,-0.0029,0.0029,-0.986
9035,905099,9.201389, , , ,0,-0.650391,0.325195,0.0029,0,-1.0005
9036,905200,9.197049, , , ,-0.975586,0,0.325195,-0.0203,-0.0116,-0.9889
9037,905299,9.197049, , , ,-0.325195,0,0,0.0203,0.0029,-0.9773
9038,905400,9.166667, , , ,0.325195,0,0.325195,-0.0116,0.0029,-0.9947
9039,905500,9.144966, , , ,-0.325195,-0.325195,0.325195,-0.0087,-0.0232,-0.9976
9040,905600,9.136285, , , , , , ,-0.0174,-0.0087,-0.9918
9041,905699,9.157987, , , ,0,0.325195,0,0.0261,-0.0087,-0.9947
9042,905800,9.171007,121.482239,31.299057,22,0,0.325195,-0.650391,0.0116,-0.0377,-1.0034
9043,905899,9.162327, , , ,0,0,-0.650391,0.0348,-0.029,-0.9715
9044,906000,9.162327, , , ,-0.325195,-0.650391,-0.650391,0.0232,-0.029,-0.9918
9045,906099,9.179688, , , ,-0.650391,-0.325195,-0.325195,0.0145,-0.0261,-1.0005
9046,906200,9.197049, , , ,-0.325195,0,-0.650391,0.0174,-0.0203,-0.9773
9047,906299,9.227431, , , ,-0.325195,0,-1.300781,0.0261,-0.0406,-0.9889
9048,906400,9.227431, , , ,-0.975586,0,-1.300781,0.0232,-0.0725,-1.0121
9049,906500,9.270834, , , ,-1.951172,0,-1.300781,0.0232,-0.0406,-0.9918
9050,906600,9.288195, , , , , , ,0.029,-0.0261,-0.9715
9051,906699,9.305556, , , ,-0.975586,0,-1.300781,0.0203,-0.0435,-1.0005
9052,906800,9.275174,121.48217,31.298986,19,-0.650391,-0.650391,-1.300781,0.0087,0.0058,-0.9831
9053,906899,9.270834, , , ,-0.325195,-0.325195,-1.300781,0,-0.0261,-0.9715
9054,907000,9.262154, , , ,-0.325195,-0.325195,-1.300781,-0.0116,-0.029,-0.9976
9055,907099,9.253472, , , ,1.300781,-0.650391,-0.975586,0,0.0058,-0.9715
9056,907200,9.249132, , , ,-1.951172,0,-0.650391,-0.0319,-0.0435,-1.0208
9057,907299,9.227431, , , ,-0.325195,-0.325195,0,-0.0261,0.0029,-0.9802
9058,907400,9.21007, , , ,-0.650391,0,0,-0.0319,-0.0029,-0.9802
9059,907500,9.149306, , , ,-0.325195,0,0,-0.029,-0.0087,-1.0266
9060,907600,9.110244, , , , , , ,-0.0435,0.0029,-0.9976
9061,907699,9.088542, , , ,-0.325195,0,0,-0.0319,-0.0145,-1.0005
9062,907800,9.0625,121.482094,31.298933,15,-0.650391,0,0,-0.0232,0.0232,-0.9947
9063,907899,8.988716, , , ,-0.325195,0,0.650391,-0.029,0.0087,-0.9918
9064,908000,8.958334, , , ,-0.325195,0,0.325195,-0.0377,-0.0029,-0.9918
9065,908099,8.893229, , , ,-0.975586,0,0.325195,-0.0319,0,-0.9831
9066,908200,8.875869, , , ,-0.325195,0,0,-0.0319,-0.0087,-0.9976
9067,908299,8.854167, , , ,-0.975586,0.325195,0,-0.029,0.0116,-0.9976
9068,908400,8.832466, , , ,-1.625977,0.325195,0.650391,-0.0232,0.0203,-0.9889
9069,908500,8.784722, , , ,-2.276367,0,1.300781,-0.0087,0.0348,-0.9628
9070,908600,8.736979, , , , , , ,0,0.0696,-0.9541
9071,908699,8.676216, , , ,0,-2.276367,2.276367,-0.0145,0.0725,-0.9541
9072,908800,8.676216,121.482025,31.298887,13,1.625977,-1.951172,1.300781,-0.0377,0.029,-1.0005
9073,908899,8.684896, , , ,0.650391,0,0.975586,-0.0319,-0.0116,-0.9947
9074,909000,8.684896, , , ,0.325195,0.975586,0,-0.0058,-0.0058,-0.9512
9075,909099,8.715279, , , ,0,0.325195,0,0.0348,-0.0319,-0.986
9076,909200,8.732639, , , ,0.650391,-0.325195,0,0.0377,0.0261,-1.0034
9077,909299,8.763021, , , ,1.625977,0,0,0.0145,-0.0145,-1.0092
9078,909400,8.806424, , , ,0,0.975586,0,0.029,-0.0319,-0.9889
9079,909500,8.845487, , , ,0,0,0,0.0522,0.0087,-0.9831
9080,909600,8.910591, , , ,0.650391,0,0,0.0609,-0.0029,-0.9947
9081,909700,8.888889, , , , , , ,0.0348,-0.0319,-1.0092
9082,909799,8.988716,121.481956,31.298834,10,-0.975586,0.975586,0.325195,0.0261,0.0145,-1.0353
9083,909900,9.040799, , , ,0,1.300781,0,0.058,0.0145,-0.9628
9084,909999,9.114584, , , ,0.650391,0.650391,0,0.0783,0.0029,-0.9773
9085,910100,9.140625, , , ,-0.325195,-0.975586,0,0.0812,0.0087,-1.0121
9086,910199,9.201389, , , ,-0.325195,-0.975586,0.325195,0.0406,0.0261,-1.0005
9087,910300,9.253472, , , ,0,0,0.975586,0.0551,0.0058,-0.9744
9088,910399,9.331597, , , ,-0.325195,0,1.300781,0.058,0.0145,-0.9889
9089,910500,9.379341, , , ,-0.650391,0,0.975586,0.0696,0.0203,-0.9918
9090,910600,9.448785, , , ,-0.650391,0,1.300781,0.0551,0.0087,-1.0034
9091,910700,9.518229, , , , , , ,0.0667,0.0377,-0.9918
9092,910799,9.587674,121.48188,31.29878,7,-0.325195,0.325195,1.625977,0.0841,0.0551,-0.986
9093,910900,9.652779, , , ,0.325195,0,1.300781,0.0696,0.0232,-1.0063
9094,910999,9.717882, , , ,0.325195,0,1.625977,0.0696,0.0522,-0.9802
9095,911100,9.774306, , , ,0.325195,-0.325195,1.300781,0.0638,0.0261,-0.9715
9096,911199,9.796007, , , ,0.325195,-0.975586,1.625977,0.0493,0.0435,-0.9947
9097,911300,9.83507, , , ,0,0,1.625977,0.0116,0.0087,-1.0092
9098,911399,9.908854, , , ,-0.325195,0.325195,1.300781,0.0232,0,-1.0034
9099,911500,9.921875, , , ,-1.300781,0.325195,1.300781,0.0232,0.0348,-1.015
9100,911600,9.960938, , , ,0.975586,0.650391,0.650391,0.0464,0.0261,-0.9744
9101,911700,9.930556, , , , , , ,0.0116,-0.0203,-0.9599
9102,911800,9.943577,121.481773,31.298733,6,-1.951172,-1.625977,1.300781,0,0.0464,-1.0092
9103,911900,9.99132, , , ,2.601563,0.325195,0.975586,-0.0348,0.0609,-1.0382
9104,911999,9.952257, , , ,0.650391,1.300781,0.975586,0.0029,-0.0493,-0.9512
9105,912100,9.865452, , , ,-5.52832,-0.975586,0.650391,0.0348,-0.0319,-0.9657
9106,912199,9.904514, , , ,-0.975586,-1.300781,0.650391,-0.0174,0.0754,-1.0527
9107,912300,9.895834, , , ,0,1.625977,0.975586,-0.0667,-0.0435,-0.9889
9108,912399,9.943577, , , ,-2.926758,2.276367,0.975586,0.0261,0,-0.9918
9109,912500,9.83941, , , ,-0.650391,0,0.325195,0.0029,0.0638,-1.0295
9110,912600,9.865452, , , ,0,0.650391,0.325195,-0.0145,0.0261,-1.0237
9111,912700,9.83507, , , , , , ,-0.0174,-0.0087,-0.9599
9112,912799,9.861112,121.481697,31.298697,6,-0.325195,0.325195,0.975586,0.0696,-0.0058,-0.9715
9113,912900,9.822049, , , ,-1.951172,-3.902344,0.325195,0.0435,0.0638,-0.8874
9114,912999,9.817709, , , ,1.951172,-3.577148,0.975586,-0.0116,0.0377,-1.0266
9115,913100,9.809029, , , ,-0.650391,0,0.650391,-0.0406,-0.029,-1.0614
9116,913199,9.952257, , , ,-0.975586,3.251953,0.650391,0.0522,0.029,-0.8729
9117,913300,9.887154, , , ,-1.300781,-0.975586,0,0.0957,-0.0087,-0.9686
9118,913399,9.930556, , , ,1.625977,-2.926758,0.325195,0.029,0.0638,-1.0672
9119,913500,9.986979, , , ,1.951172,0.975586,0.650391,-0.0609,-0.0406,-0.9947
9120,913600,10.078126, , , ,2.276367,3.902344,0,0.029,0.0348,-0.9976
9121,913700,10.013021, , , , , , ,0.0841,-0.0319,-0.986
9122,913799,10.034722,121.481598,31.298653,6,1.300781,-2.601563,0,0.0377,0.029,-0.9657
9123,913900,10, , , ,-0.325195,-2.926758,0,-0.0348,-0.058,-0.9686
9124,913999,10.047744, , , ,0,-0.650391,0.650391,-0.0029,-0.0058,-1.0005
9125,914100,10.047744, , , ,0,0.975586,0,-0.0029,0.0116,-0.9628
9126,914199,10.060764, , , ,-0.325195,0.975586,0,0.0203,-0.0261,-1.0324
9127,914300,10.086806, , , ,-0.650391,0.975586,0,0.029,-0.0145,-1.0208
9128,914399,10.121529, , , ,-0.325195,0.325195,0,0.0232,0.0116,-0.9744
9129,914500,10.082466, , , ,0.650391,-1.300781,0.325195,0.0638,-0.0087,-0.9425
9130,914600,10.112847, , , ,-1.300781,-1.625977,0.325195,0.0145,-0.029,-1.0237
9131,914700,10.156251, , , , , , ,-0.0203,0.0261,-0.9918
9132,914799,10.238716,121.481522,31.298603,7,0,2.601563,0,0.029,-0.0232,-1.0005
9133,914900,10.234376, , , ,0,0.975586,0,0.0551,0,-0.9889
9134,914999,10.230035, , , ,0,-1.300781,0.325195,0.0435,-0.0232,-0.986
9135,915100,10.234376, , , ,-0.975586,-1.300781,0,0,0.0087,-0.9715
9136,915199,10.251737, , , ,-0.325195,-0.650391,0,-0.0116,-0.0087,-0.9976
9137,915300,10.247396, , , ,0.325195,0.650391,0.325195,0.0058,0.0087,-0.9802
9138,915399,10.277779, , , ,0,0,0.325195,-0.0058,-0.0058,-1.0063
9139,915500,10.277779, , , ,0.325195,0.325195,0.325195,-0.0203,0.0116,-1.015
9140,915600,10.290799, , , ,0,0.975586,0.325195,0.0058,-0.0145,-1.0179
9141,915700,10.260417, , , , , , ,0.0029,0.0145,-0.9889
9142,915799,10.238716,121.48143,31.298546,6,0.325195,0,0.325195,0,-0.0087,-0.986
9143,915900,10.195313, , , ,-0.975586,-0.325195,0.650391,-0.0522,0,-1.0063
9144,915999,10.203994, , , ,0.650391,-0.325195,0.975586,-0.0087,0.0232,-0.9222
9145,916100,10.134549, , , ,-1.625977,-0.650391,0.325195,-0.0464,-0.0435,-1.0092
9146,916201,10.104167, , , ,-0.650391,-1.951172,0.325195,-0.0145,-0.0116,-0.9947
9147,916300,10.060764, , , ,-1.300781,0.975586,0,-0.0899,-0.0203,-0.9947
9148,916399,10.069445, , , ,-1.300781,1.300781,0,-0.0435,-0.0145,-1.0208
9149,916500,10.021702, , , ,0.325195,1.300781,-0.325195,-0.0203,0,-1.0005
9150,916600,10.017362, , , ,0,0,0,-0.0029,-0.0203,-1.0092
9151,916700,9.934896, , , , , , ,-0.029,-0.0435,-0.9918
9152,916799,9.908854,121.481346,31.298492,7,-0.975586,-0.650391,-0.650391,-0.0348,-0.0203,-0.9773
9153,916900,9.861112, , , ,-0.975586,-0.325195,-1.300781,-0.0261,-0.0319,-0.9889
9154,916999,9.861112, , , ,-0.650391,0,-1.300781,-0.0261,-0.0232,-0.986
9155,917100,9.830729, , , ,0.325195,0,-1.300781,-0.0232,-0.0145,-1.0005
9156,917199,9.84375, , , ,-0.975586,0.325195,-1.300781,-0.0058,-0.0609,-1.0063
9157,917300,9.817709, , , ,0,0.325195,-1.300781,0.0261,-0.0087,-0.9657
9158,917399,9.83507, , , ,0,-0.325195,-1.625977,0.0232,-0.058,-0.9976
9159,917500,9.830729, , , ,-1.951172,-0.325195,-0.975586,0.0145,-0.0377,-0.986
9160,917600,9.874132, , , ,-1.951172,0,-0.325195,0.029,0,-0.9686
9161,917700,9.869792, , , , , , ,0.0551,0.0203,-0.9454
9162,917799,9.900174,121.48127,31.298454,8,0.325195,-2.276367,-0.650391,0.0551,0,-0.9425
9163,917900,9.921875, , , ,1.300781,-1.951172,0.325195,0.0145,0.0348,-0.9889
9164,917999,9.99566, , , ,0,0.650391,-0.325195,-0.0116,-0.0116,-1.0353
9165,918100,10.052084, , , ,-1.625977,1.951172,0,0.0464,-0.0464,-0.957
9166,918199,10.121529, , , ,-0.650391,0.975586,-0.325195,0.0609,-0.0145,-1.015
9167,918300,10.117188, , , ,-0.325195,-0.650391,-0.325195,0.0377,0.0029,-1.0179
9168,918399,10.14757, , , ,0,-0.325195,0,0.0116,0.0058,-0.986
9169,918500,10.160591, , , ,0,0,0,0.0203,-0.0029,-1.0063
9170,918600,10.173612, , , ,0,0,-0.650391,0.0058,0,-0.9831
9171,918700,10.208334, , , , , , ,0.0261,-0.0116,-0.9947
9172,918799,10.203994,121.481163,31.298416,7,0.975586,0,-0.650391,0,0.0087,-0.9918
9173,918900,10.195313, , , ,0,0,-0.325195,0.0087,-0.0406,-0.9773
9174,918999,10.186632, , , ,-0.325195,-0.650391,0,0,-0.0348,-0.9889
9175,919100,10.186632, , , ,-0.650391,0,-0.650391,-0.0116,-0.0087,-1.0005
9176,919199,10.177952, , , ,-0.325195,0,-0.650391,-0.0145,-0.0261,-0.986
9177,919300,10.212674, , , ,0,0.650391,-0.975586,-0.0058,-0.0174,-1.0179
9178,919399,10.203994, , , ,0,0.650391,-0.325195,0.0145,-0.0232,-1.0034
9179,919500,10.217014, , , ,1.300781,0.650391,-0.975586,0.0116,0.0116,-1.015
9180,919600,10.212674, , , ,0.650391,-0.325195,-0.650391,0.0464,-0.0638,-0.957
9181,919700,10.217014, , , , , , ,0.0261,-0.0464,-0.9831
9182,919799,10.217014,121.481064,31.29838,8,-1.300781,-1.625977,-0.650391,0.0029,-0.0232,-0.9802
9183,919900,10.247396, , , ,-0.975586,-0.325195,-0.325195,0.0087,-0.0058,-0.9715
9184,919999,10.251737, , , ,-0.650391,0,-0.325195,0.0029,-0.029,-0.9918
9185,920100,10.273438, , , ,-0.325195,-0.325195,-0.325195,0,-0.0203,-1.0179
9186,920199,10.282119, , , ,-0.650391,0.325195,-0.650391,-0.0116,-0.0203,-1.0034
9187,920300,10.290799, , , ,-0.325195,0.650391,-0.650391,-0.0029,-0.0406,-1.0179
9188,920399,10.264757, , , ,-0.650391,0.650391,-0.325195,0.0058,-0.0174,-0.9918
9189,920500,10.264757, , , ,-0.975586,-0.325195,-0.325195,0.0058,-0.0319,-0.986
9190,920600,10.217014, , , ,-0.975586,-0.975586,-0.650391,-0.0203,-0.0116,-0.9976
9191,920700,10.234376, , , , , , ,-0.0261,-0.0116,-1.0063
9192,920799,10.212674,121.480972,31.298349,8,0.650391,0.975586,-0.650391,-0.0029,-0.0058,-0.9715
9193,920900,10.221354, , , ,-0.325195,0,-0.650391,0.0348,-0.0406,-0.9918
9194,920999,10.190972, , , ,-0.650391,-0.325195,-0.325195,0.0029,0,-1.0092
9195,921100,10.225695, , , ,0,0,0,0.0087,0.0029,-1.0121
9196,921199,10.203994, , , ,-0.975586,0.325195,0,0.0348,-0.0261,-0.9541
9197,921300,10.230035, , , ,-0.975586,-0.650391,0,0.029,-0.0058,-0.986
9198,921399,10.190972, , , ,-0.650391,-0.975586,0,0,0,-1.0005
9199,921500,10.225695, , , ,-0.975586,0.325195,0,-0.0087,-0.0029,-1.0121
9200,921600,10.234376, , , ,0.650391,0,0,0.0058,0.0406,-0.9454
9201,921700,10.221354, , , , , , ,0.0116,-0.0029,-1.0208
9202,921799,10.190972,121.480865,31.298317,8,-1.300781,-0.325195,0,-0.0203,-0.0232,-0.9976
9203,921900,10.199654, , , ,0,0,0,-0.0029,-0.0116,-0.9744
9204,921999,10.186632, , , ,0,-0.325195,0,-0.0145,0,-0.9831
9205,922100,10.156251, , , ,0.650391,-0.650391,0.325195,-0.0377,0.0145,-0.9976
9206,922200,10.14757, , , ,0.325195,0.325195,0.325195,-0.0145,0.0522,-0.9976
9207,922300,10.121529, , , ,-0.325195,0,0,-0.0029,0.0087,-0.9628
9208,922399,10.086806, , , ,0.325195,-0.975586,0.325195,0.0029,0.0435,-0.9831
9209,922500,10.056424, , , ,2.601563,0,0,-0.0377,0.0058,-1.015
9210,922600,10.086806, , , ,1.951172,0.650391,0,-0.0203,-0.0406,-0.9976
9211,922700,10.099827, , , , , , ,0,-0.0261,-1.0585
9212,922799,10.043404,121.480789,31.298269,8,-2.276367,-0.325195,-0.650391,0.0754,-0.0841,-0.8874
9213,922900,10, , , ,-2.601563,-2.276367,0,0.0029,-0.0174,-0.9773
9214,922999,10.060764, , , ,0.325195,-2.276367,0,-0.0232,0.0174,-1.0556
9215,923100,10.060764, , , ,-1.300781,0.975586,0,-0.0435,-0.058,-0.9657
9216,923199,10.060764, , , ,-1.625977,1.300781,0,0.0377,0.029,-0.9802
9217,923300,10.026042, , , ,1.951172,-0.325195,-0.650391,0.0116,0.0348,-0.9947
9218,923399,10.060764, , , ,1.625977,-0.325195,0,-0.0174,-0.0522,-1.0179
9219,923500,10, , , ,0,0,0,-0.0029,-0.0348,-0.9599
9220,923600,10.004341, , , ,-0.325195,0,0,0.0058,-0.029,-1.0005
9221,923700,9.973959, , , , , , ,-0.0348,-0.0029,-0.9657
9222,923799,10,121.48069,31.298223,8,-0.650391,0,-0.650391,0.0058,-0.0957,-0.9773
9223,923900,9.869792, , , ,-3.577148,-2.276367,0,-0.0203,-0.0116,-0.9309
9224,923999,9.947917, , , ,-2.276367,-0.975586,-0.650391,-0.0493,0.0174,-1.073
9225,924100,9.891494, , , ,-2.601563,2.276367,0,-0.1073,-0.0377,-1.0237
9226,924199,9.982639, , , ,0.325195,5.203125,0,0.0435,0.0319,-1.0353
9227,924300,9.930556, , , ,0,2.276367,0,0.0551,0.0029,-0.986
9228,924399,9.908854, , , ,0.650391,-0.975586,0,0.0348,-0.0116,-1.0237
9229,924500,9.887154, , , ,-0.325195,-0.325195,-0.325195,-0.0261,-0.0232,-0.9657
9230,924600,9.913195, , , ,-0.650391,0,-0.325195,0,-0.0145,-0.9976
9231,924700,9.891494, , , , , , ,-0.0087,-0.0087,-0.9947
9232,924799,9.891494,121.480614,31.298162,7,-0.325195,0,-0.325195,0.0029,0.0029,-0.986
9233,924900,9.865452, , , ,-0.325195,-0.325195,0,0.0029,-0.0087,-0.9831
9234,924999,9.848091, , , ,0,-0.650391,-0.325195,-0.0029,-0.0116,-0.9802
9235,925100,9.809029, , , ,0,-0.650391,-0.325195,-0.0348,-0.0174,-0.9889
9236,925199,9.791667, , , ,-0.325195,0,-0.325195,-0.0319,0,-0.9976
9237,925300,9.756945, , , ,0,0.650391,-0.325195,-0.0348,-0.0203,-1.0092
9238,925399,9.735244, , , ,-0.325195,0.325195,0,-0.029,-0.0087,-1.0005
9239,925500,9.696181, , , ,0,0.650391,-0.325195,-0.0029,-0.0058,-0.9715
9240,925600,9.635417, , , ,0,-1.300781,-0.325195,0,-0.0319,-0.9541
9241,925700,9.587674, , , , , , ,-0.0203,-0.0174,-0.9831
9242,925799,9.570313,121.480507,31.298107,7,-0.650391,-0.975586,0,-0.0638,0,-0.9918
9243,925900,9.565972, , , ,-0.975586,0.325195,0,-0.0377,-0.0029,-0.9802
9244,925999,9.552952, , , ,-0.650391,0.650391,0,-0.0116,0,-0.9744
9245,926100,9.483507, , , ,-1.300781,0,0,-0.0232,0,-1.0034
9246,926199,9.483507, , , ,-0.325195,-0.325195,0,-0.0261,0,-1.0092
9247,926300,9.435764, , , ,-0.650391,0.325195,0.325195,-0.0319,0,-0.9831
9248,926399,9.405382, , , ,-0.650391,0,0.325195,0,0.0058,-0.986
9249,926500,9.379341, , , ,-0.975586,-0.325195,0,-0.0261,-0.0145,-0.9918
9250,926600,9.335938, , , ,0.650391,-0.650391,0,-0.0464,0.0261,-0.9831
9251,926700,9.322917, , , , , , ,-0.0232,-0.0058,-0.9802
9252,926799,9.275174,121.480415,31.29805,7,0,0,-0.325195,-0.0261,-0.029,-0.9831
9253,926900,9.262154, , , ,-0.325195,-0.650391,-0.325195,-0.0203,-0.0232,-0.9831
9254,926999,9.21007, , , ,0,0,-0.975586,-0.0551,-0.0029,-1.0121
9255,927100,9.227431, , , ,0.650391,0.975586,-0.650391,-0.0377,0,-1.0121
9256,927199,9.184029, , , ,-0.975586,0.975586,-0.325195,-0.0203,-0.0725,-0.9773
9257,927300,9.123264, , , ,-0.325195,0.325195,-0.325195,-0.029,0.0377,-1.0208
9258,927399,9.079862, , , ,1.951172,0.325195,-0.650391,-0.0232,0.0145,-1.015
9259,927500,9.045139, , , ,0.975586,0,-0.975586,-0.0174,-0.0841,-0.9367
9260,927600,9.010417, , , ,0,0,0,-0.0029,0,-0.9976
9261,927700,9.001737, , , , , , ,-0.0261,-0.0435,-1.0005
9262,927799,8.962674,121.480331,31.298004,7,-0.975586,-0.975586,-0.650391,-0.0377,-0.0928,-0.9454
9263,927900,8.923612, , , ,-1.951172,0,-0.325195,-0.0174,0.0232,-0.9831
9264,927999,8.927952, , , ,-2.926758,0,-0.975586,-0.029,-0.058,-1.0179
9265,928100,8.845487, , , ,-1.300781,0.325195,-0.325195,-0.0406,-0.0203,-1.0092
9266,928199,8.90191, , , ,0,1.951172,-0.650391,-0.0348,0.0464,-1.0237
9267,928300,8.871529, , , ,-0.975586,1.300781,-0.650391,0.0058,-0.0406,-0.9802
9268,928399,8.810764, , , ,-0.975586,0.325195,-0.650391,0,-0.0406,-1.0063
9269,928500,8.771702, , , ,-0.650391,-0.650391,-0.975586,-0.0174,0.0348,-1.0034
9270,928600,8.771702, , , ,0.650391,0,-0.325195,-0.0174,-0.0319,-1.0034
9271,928700,8.710938, , , , , , ,0,-0.0493,-0.9512
9272,928799,8.697917,121.480255,31.297956,7,-0.975586,-1.300781,-0.325195,0,-0.0087,-0.9367
9273,928900,8.693577, , , ,-1.300781,-2.926758,-1.300781,-0.0203,-0.029,-1.0005
9274,928999,8.637154, , , ,-3.251953,-1.300781,-0.650391,-0.0522,-0.0609,-0.9831
9275,929100,8.637154, , , ,-1.300781,0.650391,-0.650391,-0.0406,0.0725,-0.9918
9276,929199,8.632813, , , ,1.951172,1.951172,-0.975586,-0.0232,0.0551,-1.015
9277,929300,8.624132, , , ,3.251953,1.300781,-0.325195,0,0,-1.0063
9278,929399,8.580729, , , ,0.325195,0.650391,-0.650391,0.0029,-0.0551,-1.015
9279,929500,8.537327, , , ,0.325195,0.325195,-0.975586,-0.0087,-0.0435,-0.9947
9280,929600,8.493924, , , ,-1.625977,-0.325195,-0.650391,-0.0232,-0.0232,-0.9715
9281,929700,8.472222, , , , , , ,-0.0116,-0.0232,-0.9889
9282,929799,8.42882,121.480171,31.297913,7,-0.325195,-0.975586,0,-0.0116,-0.0029,-1.0005
9283,929900,8.402779, , , ,-1.951172,0.325195,0,-0.0551,-0.0029,-1.0092
9284,929999,8.424479, , , ,0,0.325195,0,0.0116,0.0348,-0.957
9285,930100,8.342014, , , ,0.975586,-0.325195,0,-0.0116,0.0232,-0.9599
9286,930199,8.333334, , , ,-0.650391,-0.975586,0,-0.0174,-0.0522,-1.0295
9287,930300,8.320313, , , ,-0.650391,-0.975586,0.325195,-0.029,0.0377,-0.9918
9288,930399,8.294271, , , ,-0.325195,0.650391,0.325195,-0.0348,0.0174,-0.9918
9289,930500,8.294271, , , ,0,0.975586,0.650391,-0.0232,-0.0029,-0.9889
9290,930600,8.242188, , , ,-0.325195,0,0.975586,0.0087,0.0029,-0.9657
9291,930700,8.220487, , , , , , ,-0.029,-0.0116,-1.0092
9292,930799,8.198785,121.48011,31.297886,6,0.325195,-0.325195,0,-0.0464,0.0348,-1.0411
9293,930900,8.177084, , , ,0.325195,0.975586,0,-0.0087,-0.0203,-0.9512
9294,930999,8.177084, , , ,-0.325195,0.325195,0,-0.0174,-0.0348,-0.9657
9295,931100,8.129341, , , ,-1.951172,-0.975586,0,0.0058,0.0261,-1.0005
9296,931199,8.094619, , , ,-0.325195,-1.625977,0,-0.0377,0.0058,-1.0063
9297,931300,8.090279, , , ,0,-0.975586,0,-0.0029,-0.0493,-0.928
9298,931399,8.042535, , , ,-1.625977,-1.300781,0.650391,-0.0029,0.0464,-0.9541
9299,931500,8.029514, , , ,0,-1.300781,0,-0.0493,0.0174,-1.0556
9300,931600,8.016494, , , ,0,0,0.650391,-0.0435,0.0174,-0.9686
9301,931700,7.990452, , , , , , ,-0.0058,0.0145,-0.9222
9302,931799,7.96007,121.480011,31.297859,6,0.975586,-0.975586,0.650391,-0.0435,-0.0203,-1.0092
9303,931900,7.855903, , , ,-0.650391,-0.325195,0.650391,-0.0899,0.0609,-1.0991
9304,931999,7.881945, , , ,1.300781,3.902344,0.325195,-0.1044,-0.0145,-1.0643
9305,932100,7.890625, , , ,-0.975586,4.552734,0.650391,-0.0174,0.0058,-0.957
9306,932199,7.8125, , , ,-0.650391,2.601563,0.650391,0.029,0.0087,-0.9976
9307,932300,7.717014, , , ,0.325195,-1.951172,0.325195,-0.0145,0.0348,-1.0672
